#INFO,Created=1786941227436,,,,,,, Indicates required field for creating listings,,,,, Indicates missing field that will be required soon
#INFO,Version=1.0,,,,Template=eBay-listings-template_EBAY_US,,, Indicates missing recommended field,,,,, Indicates field does not apply to this item/category
#INFO
*Action(SiteID=US|Country=US|Currency=USD|Version=1193),Item number,Custom Label (SKU),Category ID,TrackingId (Do Not Change),Category Name,Title,Original Row Number,Schedule Time,P:EPID,Start price,Quantity,Item photo URL,VideoID,Condition ID,Description,Format,Duration,Buy It Now price,Best Offer Enabled,Best Offer Auto Accept Price,Minimum Best Offer Price,Immediate pay required,Location,Postal code,PostalCode,OriginatingPostalCode,Package weight,WeightMajor,WeightMinor,Weight unit,WeightUnit,Package type,PackageType,Shipping service 1 option,Shipping service 1 cost,Shipping service 1 priority,Shipping service 2 option,Shipping service 2 cost,Shipping service 2 priority,Max dispatch time,Returns accepted option,Returns within option,Refund option,Return shipping cost paid by,Shipping profile name,Return profile name,Payment profile name,C:Brand,C:Department,C:Type,C:Reference Number,C:Customized,C:Style,C:Model,C:Features,C:Movement,C:Dial Color,C:Band Color,C:Bezel Color,C:Case Color,C:Band Material,C:Display,C:Case Material,C:Water Resistance,C:Year Manufactured,C:With Original Box/Packaging,C:With Papers,C:Indices,C:Case Size,C:Watch Shape,C:Number of Jewels,C:Band/Strap,C:Country of Origin,C:Dial Pattern,C:Caseback,C:Bezel Type,C:Vintage,C:Band Width,C:Lug Width,C:Theme,C:Case Finish,C:With Manual/Booklet,C:Seller Warranty,C:With Service Records,C:Handmade,C:Case Thickness,C:Manufacturer Warranty,C:Escapement Type,C:Max Wrist Size,C:Closure,C:Handedness,C:California Prop 65 Warning,C:Unit Quantity,C:Unit Type,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
Revise,366610439559,w-3613,31387,Feed-13321584275-22,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Lady Date Just 279384 Womens Excellent Watch No Box/Papers,24,,,19352.00,1,https://i.ebayimg.com/images/g/8uIAAeSwA9Fqgo8X/s-l1600.jpg,,2990,"The Rolex Lady Date Just 279384 is a stylish and elegant women's watch with a stainless steel band and a silver case. This wristwatch features a date display and an analog display, making it both functional and fashionable. Though it does not come with its original box or papers, this Rolex model is a classic and reliable timepiece from the renowned brand, making it a valuable addition to any jewelry collection.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Women,Wristwatch,279384,,,Rolex Lady-Datejust,Date,Mechanical (Automatic),,Silver,,Silver,Stainless Steel,Analog,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439597,w-3682,31387,Feed-13321584275-23,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228239 Mens Pre-Owned Watch w/ Papers,25,,,48379.00,1,https://i.ebayimg.com/images/g/w20AAeSwWUhqgo8X/s-l1600.jpg,,3000,"The Rolex Day-Date 228239 is a premium pre-owned men's watch that comes with its original papers. With a water resistance of 100 meters, this wristwatch features a green dial and a silver band, making it a stylish and versatile accessory for any occasion. The mechanical automatic movement ensures accurate timekeeping, while the day-date feature adds functionality to the classic Rolex design. This timeless piece from Rolex is a perfect choice for those looking for a high-quality and sophisticated watch.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228239,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),Green,Silver,,,,Analog,,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439576,w-3838,31387,Feed-13321584275-24,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228235 Mens Excellent Watch No Box/Papers,26,,,54345.00,1,https://i.ebayimg.com/images/g/~MkAAeSwaJdqgo8X/s-l1600.jpg,,2990,"The Rolex Day-Date 228235 is a luxurious and stylish men's watch that features a mechanical automatic movement with a water resistance of 100m. This elegant timepiece boasts Roman numerals on its indices and a rose gold band, making it a timeless accessory for any occasion. The absence of the original box and papers does not detract from the overall quality and prestige of this Rolex model.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228235,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),,,,,Rose Gold,Analog,,100 m (10 ATM),,No,No,Roman Numerals,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439579,w-3850,31387,Feed-13321584275-25,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Submariner No Date 114060 Mens Mint Watch w/ Papers,27,,,11632.00,1,https://i.ebayimg.com/images/g/d~IAAeSw4PZqgo8X/s-l1600.jpg,,2990,"The Rolex Submariner No Date 114060 Mens Mint Watch is a stylish and sophisticated timepiece designed for men. This wristwatch features a sleek silver stainless steel band and a classic black dial, complementing the silver case color. With a mechanical automatic movement, this Rolex Submariner model is reliable and accurate. The inclusion of papers adds authenticity and value to this Rolex timepiece. Perfect for those looking for a high-quality, timeless watch with a touch of luxury from a trusted brand like Rolex.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,114060,,,Rolex Submariner,Date,Mechanical (Automatic),Black,Silver,,Silver,Stainless Steel,Analog,,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439581,w-3869,31387,Feed-13321584275-26,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228238 Mens Excellent Watch w/ Papers,28,,,47045.00,1,https://i.ebayimg.com/images/g/8Q0AAeSwBidqgo8X/s-l1600.jpg,,2990,"The Rolex Day-Date 228238 is a premium men's wristwatch known for its luxury features and craftsmanship. Featuring a mechanical automatic movement, this timepiece is characterized by its day-date complication and stylish yellow gold band and case material. With original papers included, this Rolex model exudes sophistication and elegance, making it a highly sought-after accessory for any watch enthusiast or collector.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228238,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),,,,,Yellow Gold,Analog,Yellow Gold,,,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439582,w-3872,31387,Feed-13321584275-27,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228345 Mens Unworn Watch w/ Papers,29,,,77595.00,1,https://i.ebayimg.com/images/g/lXcAAeSwCQJqgo8X/s-l1600.jpg,,1500,"The Rolex Day-Date 228345 is a men's unworn wristwatch with a mechanical automatic movement and a water resistance of 100 meters. This luxury timepiece features a rose gold band and case, along with the iconic Day-Date feature. It comes with papers and is a genuine Rolex model, making it a valuable addition to any watch collection. Ideal for those looking for a stylish and high-quality timepiece with a reputable brand like Rolex.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228345,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),,,,,Rose Gold,Analog,Rose Gold,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439587,w-3882,31387,Feed-13321584275-29,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228235 Mens Pre-Owned Watch No Box/Papers,31,,,54345.00,1,https://i.ebayimg.com/images/g/8M4AAeSw-wlqgo8X/s-l1600.jpg,,3000,"The Rolex Day-Date 228235 is a luxurious pre-owned men's watch that features a mechanical automatic movement and a water resistance of 100 meters. The watch is crafted with rose gold both for the case and the band, giving it a sleek and sophisticated look. The Rolex Day-Date model is known for its elegant design and practical day-date feature, making it a versatile piece that can be worn for both casual and formal occasions. This timepiece exudes quality, style, and precision with its analog display and iconic Rolex brand.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228235,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),,,,,Rose Gold,Analog,Rose Gold,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439589,w-3906,31387,Feed-13321584275-30,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Datejust 116263 Unisex Pre-Owned Watch No Box/Papers,32,,,10767.00,1,https://i.ebayimg.com/images/g/jSoAAeSwZy5qgo8X/s-l1600.jpg,,3000,"The product is a pre-owned Rolex Datejust 116263 unisex watch, featuring a mechanical (automatic) movement and water resistance up to 100 meters. This wristwatch does not come with its original box or packaging, but it does have the reference number 116263. The classic analog display adds to its timeless appeal, making it a stylish and reliable accessory for any watch enthusiast.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Unisex Adults,Wristwatch,116263,,,Rolex Datejust,,Mechanical (Automatic),,,,,,Analog,,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439592,w-3979,31387,Feed-13321584275-33,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Submariner Date 126610LN Mens Excellent Watch No Box/Papers,35,,,14441.00,1,https://i.ebayimg.com/images/g/gvgAAeSwvFVqgo8X/s-l1600.jpg,,2990,"The Rolex Submariner Date 126610LN is a high-quality men's wristwatch featuring a sleek silver case and black dial. With a mechanical automatic movement, date feature, and analog display, this timepiece offers both style and functionality. While it does not come with its original box or papers, it still retains its value as a classic Rolex Submariner model. This watch is a great option for those looking for a luxurious and reliable timepiece from a trusted brand like Rolex.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,126610LN,,,Rolex Submariner,Date,Mechanical (Automatic),Black,Silver,,Silver,,Analog,,,,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439596,w-3994,31387,Feed-13321584275-34,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Sky-Dweller 336938 Mens Pre-Owned Watch w/ Papers,36,,,63049.00,1,https://i.ebayimg.com/images/g/eR8AAeSwDp1qgo8X/s-l1600.jpg,,3000,"The Rolex Sky-Dweller 336938 Mens Pre-Owned Watch is a luxurious timepiece designed for men by Rolex. This wristwatch features a mechanical (automatic) movement and a water resistance of 100 meters (10 ATM), making it both stylish and practical for everyday wear. The yellow gold case and analog display add to the classic and elegant design of the Rolex Sky-Dweller model. This watch comes with original papers, making it a valuable addition to any watch collection.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,336938,,,Rolex Sky-Dweller,,Mechanical (Automatic),,,,,,Analog,Yellow Gold,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439573,w-4081,31387,Feed-13321584275-35,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228239 Mens Pre-Owned Watch w/ Papers,37,,,48379.00,1,https://i.ebayimg.com/images/g/8Q8AAeSwBidqgo8X/s-l1600.jpg,,3000,"The Rolex Day-Date 228239 is a pre-owned men's watch that comes with papers, making it a valuable collector's item. This mechanical (automatic) timepiece has a water resistance of 100m (10 ATM) and features a blue dial, day-date function, and analog display. With the iconic Rolex brand and high-quality construction, this wristwatch is a timeless piece that is sure to impress any watch enthusiast.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228239,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),Blue,,,,,Analog,,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439599,w-4085,31387,Feed-13321584275-36,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Oyster Perpetual 134300 Unisex Excellent Watch No Box/Papers,38,,,10475.00,1,https://i.ebayimg.com/images/g/02EAAeSwsJVqgo8X/s-l1600.jpg,,2990,"The Rolex Oyster Perpetual 134300 is a high-quality unisex wristwatch with a mechanical automatic movement and water resistance up to 100 meters. The watch features a silver stainless steel case and band, with a green dial ideal for both men and women. While it does not come with its original box or papers, this Rolex model is still a valuable and reliable timepiece for any watch enthusiast.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Unisex Adults,Wristwatch,134300,,,Rolex Oyster Perpetual,,Mechanical (Automatic),Green,Silver,,Silver,Stainless Steel,Analog,Stainless Steel,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439591,w-6197,31387,Feed-13321584275-38,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Audemars Piguet Royal Oak Selfwinding 26240BA.OO.1320BA.02 Mens Unworn w/ Papers,40,,,124645.00,1,https://i.ebayimg.com/images/g/yawAAeSwbjtqgo8X/s-l1600.jpg,,1500,"The Audemars Piguet Royal Oak Selfwinding 26240BA.OO.1320BA.02 is a high-quality wristwatch designed for men. This luxury timepiece features a mechanical (automatic) movement, self-winding technology, and a water resistance up to 50 meters. With its sleek design and classic analog display, this watch is a stylish and practical choice for any man looking to make a statement with their accessories. The inclusion of original papers adds an extra level of authenticity to this unworn timepiece.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Audemars Piguet,Men,Wristwatch,26240ba. Oo.1320ba.02,,,Audemars Piguet Royal Oak,Self-Winding,Mechanical (Automatic),,,,,,Analog,,50 m (5 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439606,w-8114,31387,Feed-13321584275-39,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex GMT-Master II 116718LN Mens Retail Ready Watch w/ Papers,41,,,43017.00,1,https://i.ebayimg.com/images/g/78kAAeSwyShqgo8X/s-l1600.jpg,,3000,The Rolex GMT-Master II 116718LN is a high-quality men's wristwatch with a mechanical (automatic) movement and a sturdy yellow gold band. This luxurious timepiece has a water resistance of 100 meters (10 ATM) and comes with original papers but not the original box. The analog display and Rolex branding make it a stylish and reliable choice for any watch enthusiast.,FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,116718LN,,,Rolex GMT-Master II,,Mechanical (Automatic),,,,,Yellow Gold,Analog,,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439632,w-8994,31387,Feed-13321584275-60,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Datejust 126300 Unisex Pre-Owned Watch No Box/Papers,62,,,10628.00,1,https://i.ebayimg.com/images/g/lwoAAeSwU79qgo8Y/s-l1600.jpg,,3000,"The Rolex Datejust 126300 is a pre-owned unisex wristwatch with a sleek design that is perfect for both men and women. This watch features a mechanical automatic movement, stainless steel case and band, and a water resistance of 100 meters. The blue dial adds a touch of elegance to the watch, while the silver case and band enhance its timeless appeal. Although it does not come with its original box or papers, this Rolex Datejust remains a stylish and reliable choice for any watch enthusiast.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Unisex Adults,Wristwatch,126300,,,Rolex Datejust,,Mechanical (Automatic),Blue,Silver,,Silver,Stainless Steel,Analog,Stainless Steel,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439624,w-9004,31387,Feed-13321584275-61,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Daytona 116505 Mens Mint Watch w/ Papers,63,,,46809.00,1,https://i.ebayimg.com/images/g/8scAAeSwaRZqgo8Y/s-l1600.jpg,,2990,"The Rolex Daytona 116505 Men's Watch is a luxurious timepiece crafted with rose gold, featuring a mechanical automatic movement and water resistance up to 100 meters. This wristwatch comes with original papers but not the original box, making it a valuable addition to any watch collection. With its classic analog display and iconic Rolex brand, this watch is a timeless piece that exudes sophistication and style.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,116505,,,Daytona,,Mechanical (Automatic),,,,,,Analog,Rose Gold,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439633,w-9077,31387,Feed-13321584275-62,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Yacht-Master II 116681 Mens Mint Watch No Box/Papers,64,,,21796.00,1,https://i.ebayimg.com/images/g/M9QAAeSwDzRqgo8Y/s-l1600.jpg,,2990,"The Rolex Yacht-Master II 116681 Mens Mint Watch is a stylish wristwatch designed for men by Rolex. This timepiece features a white dial, automatic mechanical movement, and a water resistance of 100 meters. Despite not coming with the original box or papers, this model is still a valuable and reliable choice for those looking for a high-quality Rolex watch. Its sleek design and functionality make it a desirable accessory for any watch enthusiast's collection.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,116681,,,Rolex Yacht-Master II,,Mechanical (Automatic),White,,,,,Analog,,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439647,w-9220,31387,Feed-13321584275-71,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex GMT-Master II 126710BLNR Mens Mint Watch No Box/Papers,73,,,18404.00,1,https://i.ebayimg.com/images/g/m2MAAeSwhP1qgo8Y/s-l1600.jpg,,2990,"The product is a Rolex GMT-Master II 126710BLNR men's watch with a stainless steel case and band in silver. It features a black dial with round indexes and is water resistant up to 100 meters. This automatic mechanical watch is part of the Rolex GMT-Master II model and does not come with its original box or papers. Released in 2020, this wristwatch is a modern timepiece from the luxury brand Rolex.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,126710BLNR,,,Rolex GMT-Master II,,Mechanical (Automatic),Black,Silver,,Silver,Stainless Steel,Analog,Stainless Steel,100 m (10 ATM),2020-Now,No,No,Round Indexes,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439644,w-9469,31387,Feed-13321584275-73,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Datejust 126333 Mens Mint Watch No Box/Papers,75,,,15447.00,1,https://i.ebayimg.com/images/g/5AUAAeSwIGNqgo8Y/s-l1600.jpg,,2990,"The Rolex Datejust 126333 Men's Watch is a luxurious timepiece with a sleek black dial and iconic Rolex design. This automatic mechanical watch has a water resistance of 100m, making it suitable for everyday wear as well as water activities. Despite not coming with its original box or papers, this watch is a timeless piece that exudes sophistication and class. The Rolex Datejust model, with its reference number 126333, is a reliable and stylish choice for any man looking to make a statement with their accessories.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,126333,,,Rolex Datejust,,Mechanical (Automatic),Black,,,,,Analog,,100 m (10 ATM),,No,No,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439654,w-9696,31387,Feed-13321584275-76,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Sky-Dweller 326935 Mens Pre-Owned Watch w/ Papers,78,,,45782.00,1,https://i.ebayimg.com/images/g/lq8AAeSwvgtqgo8Y/s-l1600.jpg,,3000,"The Rolex Sky-Dweller 326935 is a men's pre-owned wristwatch that comes with original papers. This sleek timepiece features a mechanical automatic movement and boasts a water resistance of 100 meters, making it suitable for everyday wear. With its analog display and iconic Rolex brand, this watch is a stylish accessory for any watch enthusiast looking for a quality timepiece.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,326935,,,Rolex Sky-Dweller,,Mechanical (Automatic),,,,,,Analog,,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revise,366610439663,w-9855,31387,Feed-13321584275-81,"/Jewelry & Watches/Watches, Parts & Accessories/Watches/Wristwatches",Rolex Day-Date 228235 Mens Mint Watch w/ Papers,83,,,54345.00,1,https://i.ebayimg.com/images/g/lkEAAeSwv8xqgo8Z/s-l1600.jpg,,2990,"The Rolex Day-Date 228235 Men's Mint Watch comes with papers and is a luxurious timepiece suitable for any occasion. With a beautiful rose gold band and case, this automatic mechanical watch has a water resistance of 100 meters, making it durable and reliable. The classic analog display, day-date feature, and prestigious Rolex brand make this wristwatch a timeless piece of jewelry for any gentleman's collection.",FixedPrice,GTC,,,,,,"New York, NY",10036,10036,10036,2,2,0,lb,lb,PackageThickEnvelope,PackageThickEnvelope,,,,,,,,,,,,Daily Deals - 1Handling Day - (ID: 258461530020),No returns accepted - (ID: 24363507020),eBay Managed Payments (246832199020) - (ID: 246832199020),Rolex,Men,Wristwatch,228235,,,Rolex Day-Date,Day-Date,Mechanical (Automatic),,,,,Rose Gold,Analog,Rose Gold,100 m (10 ATM),,No,Yes,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
